data_type,N,D,p,data_seed,train_seed,n_components,n_prototypes_kept,n_items_kept,n_items_dropped,rsa_optB_spearman,rsa_optB_pearson,trustworthiness,continuity,cka,mqe,condition_id
manifold,1000,10,40,0,0,1,40,1000,0,0.6995859992098796,0.7227489722676611,0.9422425403225807,0.934860685483871,0.5962201522360584,1.1495300307790444,manifold_N1000_D10_p40
manifold,1000,10,40,0,1,1,40,1000,0,0.7043268968333684,0.7245688332490915,0.9441108870967742,0.9361993951612904,0.6218930368735341,1.152678596236665,manifold_N1000_D10_p40
manifold,1000,10,40,0,2,1,40,1000,0,0.7063945504445112,0.7275535316656436,0.9411092741935484,0.9342197580645162,0.6111685590687133,1.1595366109758465,manifold_N1000_D10_p40
manifold,1000,10,40,0,3,1,40,1000,0,0.6940683892668018,0.7151150459216432,0.9445469758064516,0.9310528225806451,0.5921275012998366,1.1522124711608475,manifold_N1000_D10_p40
manifold,1000,10,40,0,4,1,40,1000,0,0.6986408986539848,0.7200777841704573,0.943816935483871,0.9340614919354839,0.6001273512594963,1.1501028112519744,manifold_N1000_D10_p40
manifold,1000,100,40,1,1000,1,40,1000,0,0.7224670074972387,0.7421921126276437,0.9452780241935483,0.9351282258064516,0.5819434631679437,1.1475002008945943,manifold_N1000_D100_p40
manifold,1000,100,40,1,1001,1,40,1000,0,0.7100401381127903,0.731798015201849,0.9419469758064516,0.934877620967742,0.5946285847790682,1.1565755871163093,manifold_N1000_D100_p40
manifold,1000,100,40,1,1002,1,40,1000,0,0.7140600969603746,0.7362421862352052,0.941610685483871,0.9340135080645161,0.5778355690103539,1.151676633827426,manifold_N1000_D100_p40
manifold,1000,100,40,1,1003,1,40,1000,0,0.710440618000564,0.7326312317513226,0.9407495967741936,0.9329467741935484,0.5580367287836935,1.155529126272133,manifold_N1000_D100_p40
manifold,1000,100,40,1,1004,1,40,1000,0,0.7113668882026689,0.7329718496018756,0.9401459677419355,0.9278207661290323,0.5595216430662564,1.1605396527436251,manifold_N1000_D100_p40
manifold,1000,784,40,2,2000,1,40,1000,0,0.7110448782556328,0.7317613402462927,0.9442576612903226,0.9391058467741935,0.5993382835765163,1.1532654765626074,manifold_N1000_D784_p40
manifold,1000,784,40,2,2001,1,40,1000,0,0.7171326628141448,0.7358459375004319,0.9455495967741936,0.9353840725806452,0.5633383834108266,1.1542342219848327,manifold_N1000_D784_p40
manifold,1000,784,40,2,2002,1,40,1000,0,0.7015011186736799,0.7231285926555047,0.9414794354838709,0.9360042338709678,0.6107374202882493,1.160557845652656,manifold_N1000_D784_p40
manifold,1000,784,40,2,2003,1,40,1000,0,0.6948908362499875,0.7189382653955577,0.9409409274193549,0.9342778225806452,0.6008356791304164,1.159876693866829,manifold_N1000_D784_p40
manifold,1000,784,40,2,2004,1,40,1000,0,0.6963227069724948,0.7183826902877394,0.9415713709677419,0.931820564516129,0.6022952678411917,1.1635206299435192,manifold_N1000_D784_p40
