data_type,N,D,p,data_seed,train_seed,n_components,n_prototypes_kept,n_items_kept,n_items_dropped,rsa_optB_spearman,rsa_optB_pearson,trustworthiness,continuity,cka,mqe,condition_id
manifold,1000,784,15,11,11000,1,15,1000,0,0.6493043116585661,0.6757064063799061,0.8675228299046663,0.9141605619668841,0.46839624014605585,39.50209787909323,manifold_N1000_D784_p15
manifold,1000,784,15,11,11001,1,15,1000,0,0.6817665011946684,0.7044219660431332,0.866235825388861,0.9108329152032113,0.4747821581169062,39.960951709730814,manifold_N1000_D784_p15
manifold,1000,784,15,11,11002,1,15,1000,0,0.6629769622495072,0.6881770159951764,0.8705689914701455,0.901272955343703,0.46953605683358646,40.01161953803237,manifold_N1000_D784_p15
manifold,1000,784,15,11,11003,1,15,1000,0,0.676919176627707,0.6993967052221555,0.8669177119919719,0.911801304565981,0.4648729762813298,39.952398095386854,manifold_N1000_D784_p15
manifold,1000,784,15,11,11004,1,15,1000,0,0.6561939217907482,0.6799752384508193,0.8639698946312092,0.9071038635223282,0.44892675128038784,40.05164238375926,manifold_N1000_D784_p15
manifold,1000,784,15,11,11005,1,15,1000,0,0.6462468906781363,0.6710911552102948,0.8723763171098846,0.8997150025087808,0.4785423309303825,39.931716353302846,manifold_N1000_D784_p15
manifold,1000,784,15,11,11006,1,15,1000,0,0.6671307571592643,0.6922115257182789,0.870920722528851,0.9124666332162569,0.4667919513347798,39.91902221323306,manifold_N1000_D784_p15
manifold,1000,784,15,11,11007,1,15,1000,0,0.6618196010787636,0.6848046242782324,0.8628419468138485,0.9090767686904164,0.4786333880067344,40.13342790997046,manifold_N1000_D784_p15
manifold,1000,784,15,11,11008,1,15,1000,0,0.6554766367641468,0.6820642168869568,0.871784746613146,0.9124269944806824,0.4782051868037849,39.89577348807728,manifold_N1000_D784_p15
manifold,1000,784,15,11,11009,1,15,1000,0,0.6792475010445315,0.7027773716525825,0.874841445057702,0.9131801304565981,0.47493751964635217,39.93826334648811,manifold_N1000_D784_p15
manifold,1000,10,20,12,12000,1,20,1000,0,0.8361749134201893,0.8471602894272313,0.9054375313597591,0.9369648770697441,0.6980171639488726,3.1607031179301512,manifold_N1000_D10_p20
manifold,1000,10,20,12,12001,1,20,1000,0,0.8353959545587739,0.8452944977076632,0.90429352734571,0.9366643251379829,0.7152841798253317,3.1583773863386497,manifold_N1000_D10_p20
manifold,1000,10,20,12,12002,1,20,1000,0,0.8254419467952774,0.8384851789068004,0.9030446562970397,0.9380697441043653,0.7176589591079975,3.1642885601091955,manifold_N1000_D10_p20
manifold,1000,10,20,12,12003,1,20,1000,0,0.8297847011105981,0.8407334156738758,0.901548921224285,0.9345027596588058,0.712661238717363,3.176443082424172,manifold_N1000_D10_p20
manifold,1000,10,20,12,12004,1,20,1000,0,0.8344520007668695,0.8447045429890964,0.9017079779227295,0.9380396387355745,0.6893499474191745,3.175745350023305,manifold_N1000_D10_p20
manifold,1000,10,20,12,12005,1,20,1000,0,0.8339940489373904,0.8464823108538988,0.9041274460612143,0.9378906171600602,0.7083084909288975,3.1660097044584554,manifold_N1000_D10_p20
manifold,1000,10,20,12,12006,1,20,1000,0,0.8349363464889206,0.8449137095543621,0.904120421475163,0.9446718514801806,0.6966542416609011,3.158346773416456,manifold_N1000_D10_p20
manifold,1000,10,20,12,12007,1,20,1000,0,0.8311183350280633,0.8414956794136003,0.9032393376818866,0.9377556447566483,0.6911919565524632,3.1965834497374552,manifold_N1000_D10_p20
manifold,1000,10,20,12,12008,1,20,1000,0,0.842999433124077,0.8521937669172561,0.9022930255895635,0.9384209734069242,0.7215824186914551,3.1656667034048818,manifold_N1000_D10_p20
